local_name_unique,record_id,local_name,municipality,region,macro_area,restaurant_type,source_url,source_year,entity_source_status,observed_fields,legacy_rating_unverified,legacy_num_reviews_unverified,legacy_price_range_unverified,legacy_cuisine_unverified,macro_area_tourist_presences_2024_m_istat,avg_spend_eur_synth,seats_synth,employees_synth,revenue_eur_synth,profit_eur_synth,total_assets_eur_synth,equity_eur_synth,digital_presence_score_synth,restaurants_1km_synth,revenue_per_employee_derived_synth,profit_margin_derived_synth,capacity_per_employee_derived_synth,reputation_score_synth,manager_propensity_score_synth,pay_propensity_score_synth,giftcard_propensity_score_synth,pro_propensity_score_synth,p_manager_synth,p_pay_synth,p_giftcard_synth,p_pro_synth,y_manager,y_pay,y_giftcard,y_pro,generation_seed;;;
Terrazza Bosquet - Sorrento,REST_00011,Terrazza Bosquet,Sorrento,Campania,Sud_Isole,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.6,533.0,€€€€,Creative,90.6,58.63459653766871,36,3,660911.3051230272,78203.50824580467,1081741.427528221,417641.0451785662,0.649740693401609,15,220303.7683743424,0.1183267824889866,12.0,0.4966860587086566,-1.06316056986984,-0.5392129357675906,-1.318324481075927,-0.2262187607118689,0.2472821302946822,0.3683706924511778,0.1949243864872624,0.4436852637825463,1,0,0,0,20260812
Vespasia - Norcia,REST_00012,Vespasia,Norcia,Umbria,Centro,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.3,228.0,€€€,Umbrian,115.2,78.22945567694836,62,4,1944467.402324363,104115.3177366373,3116979.839260725,1389132.220864842,0.569020533879123,10,486116.8505810908,0.0535443883565138,15.5,0.7055866142853673,-0.2031698184308378,0.3571422234834894,-0.1189030333092644,0.6892160879750971,0.4370434531532936,0.5883484713458825,0.4454917310821137,0.6657925189364762,0,1,0,1,20260812
Zash - Archi,REST_00013,Zash,Archi,Abruzzo,Sud_Isole,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.4,1640.0,€€€€,Creative,90.6,63.88491055519636,62,5,1492015.472320744,167266.7878112759,2380801.153672217,698971.9226864495,0.7675413401164227,9,298403.0944641488,0.1121079445316355,12.4,0.7533492306661713,0.2201477092277957,0.4955329164293114,-0.1135925526025202,0.419716312640168,0.5424346023316892,0.6214089771451127,0.4468039497744016,0.6034153639786821,0,0,0,1,20260812
Il Pievano - Gaiole in Chianti,REST_00014,Il Pievano,Gaiole in Chianti,Toscana,Centro,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.4,769.0,€€€€,Country cooking,115.2,29.54252785396356,49,5,518914.6592696714,39736.54323084036,749559.055814049,293364.4954687727,0.5473617232651082,9,103782.9318539343,0.0765762587758962,9.8,0.5465505261825028,-0.7181712660179417,-0.7761487495777173,-0.7731424530577018,-0.7734897214168222,0.3168748308470363,0.3151505116574494,0.2946008438614486,0.3157246933615608,0,0,0,1,20260812
Amistà - Corrubbio,REST_00015,Amistà,Corrubbio,Veneto,Nord,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.8,4919.0,€€€€,Creative,260.5,59.66029362251098,45,3,1123092.549188505,133259.4879280491,902780.7250235796,289921.5070673929,0.915103317155346,10,374364.183062835,0.1186540575167526,15.0,0.579408738660362,-0.3363428437293134,0.8170204008533178,-0.5565084599123432,0.1183968571868688,0.4045979957518409,0.6936034881177766,0.3415243731774749,0.5295646863354371,1,1,0,0,20260812
La Terrazza - Rome,REST_00016,La Terrazza,Rome,Lazio,Centro,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.5,1104.0,€€€€,Modern Cuisine,115.2,64.72956035406514,68,7,1416677.221771719,89463.09907991809,2015650.409790304,875751.4892175541,0.8246113942914827,17,202382.4602531027,0.06314995237096714,9.714285714285714,0.6910020667727539,0.620194366067031,0.5598605323360145,0.1758348796298354,0.7669447612035709,0.638808022894733,0.6364202695411701,0.5189496392753368,0.6828596139654024,1,0,0,1,20260812
La Torre - Tavarnelle Val di Pesa,REST_00017,La Torre,Tavarnelle Val di Pesa,Toscana,Centro,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.8,148.0,€€€€,Creative,115.2,46.94593424517389,103,9,1551475.704932308,157722.091220878,2121770.806250993,844913.6109146902,0.407329269771664,14,172386.1894369231,0.1016594012522804,11.44444444444444,0.6422272523597825,0.3431014097179704,-0.1454287331080311,0.4404667099238032,0.6631260889889142,0.5727552392710809,0.4637067595607585,0.5843038878993554,0.6599622709674063,1,0,1,0,20260812
Relais Blu - Massa Lubrense,REST_00018,Relais Blu,Massa Lubrense,Campania,Sud_Isole,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.2,276.0,€€€,Mediterranean,90.6,61.08826910440172,76,8,1738376.165472401,82676.02884275222,2402079.897029871,775358.663692693,0.7776063265043031,12,217297.0206840501,0.04755934330259592,9.5,0.839428112553646,0.9326035233713648,0.7060320021302938,0.5961418443656943,0.761399975691156,0.7073614444434317,0.6695237852439881,0.6215522228518561,0.6816576064637365,0,1,1,1,20260812
Il Falconiere - San Martino,REST_00019,Il Falconiere,San Martino,Sicilia,Sud_Isole,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.4,148.0,€€€€,Tuscan,90.6,48.84789539087784,48,4,778545.7142810146,43394.822796566,563875.671216467,279845.1922424954,0.7916366943201568,10,194636.4285702537,0.0557383105456319,12.0,0.8014457498381633,-0.2538714931988134,0.1215078992369082,-0.5998553559591003,-0.2109999007263323,0.4246113383614453,0.5303396556729213,0.3318442980578745,0.447444864041081,1,0,0,0,20260812
La Trattoria Enrico Bartolini - Castiglione della Pescaia,REST_00020,La Trattoria Enrico Bartolini,Castiglione della Pescaia,Toscana,Centro,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.6,1450.0,€€€€,Mediterranean,115.2,61.29893262982348,90,7,2113339.783730392,164297.8338421958,2986312.460549613,608533.8338274272,0.6759827883647959,10,301905.683390056,0.07774321720863227,12.85714285714286,0.5402309707318531,0.6251831297906447,0.4395157038994415,0.3031335685126657,0.9669445358239603,0.6399582930611557,0.608143626631948,0.5506094857176229,0.7245100602437377,1,1,0,1,20260812
Poggio Rosso - Castelnuovo Berardenga,REST_00021,Poggio Rosso,Castelnuovo Berardenga,Toscana,Centro,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.0,256.0,€€€€,Creative,115.2,68.58672392920289,92,9,2364037.044321477,147267.5594965453,2237991.432655576,1072051.30470078,0.98,9,262670.7827023863,0.06229494577941938,10.22222222222222,0.6404964309616915,1.584989140118509,1.143672631636369,0.8164019837222801,1.374168644006421,0.8227351125999463,0.758353300307747,0.6718142178463448,0.7980528258551717,0,1,1,1,20260812
Cannavacciuolo by the Lake - Pettenasco,REST_00022,Cannavacciuolo by the Lake,Pettenasco,Piemonte,Nord,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.5,190.0,€€€,Contemporary,260.5,60.55819508441711,61,6,1064408.448040331,88412.40502047879,1541478.745083744,675454.8521720538,0.6616177493858316,9,177401.4080067219,0.0830624796179077,10.16666666666667,0.5728454774951429,-0.06140735947569091,0.3337009804630922,0.0737120835637464,0.125030081336838,0.4721769315790207,0.5826596089708446,0.4934283993311235,0.5312168644009588,0,0,0,0,20260812
Le Monzù - Capri,REST_00023,Le Monzù,Capri,Campania,Sud_Isole,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.7,1620.0,€€€€,Contemporary,90.6,57.06614411911885,49,4,1159899.843145743,65932.04214591884,1413437.433552823,566785.1656635012,0.7851028167967181,12,289974.9607864358,0.0568428753012896,12.25,0.5862315580995022,-0.2591465980946543,0.1830247868288603,-0.7034956769707541,0.1198286306681354,0.4233230582486176,0.545628894428404,0.3092782566823007,0.5299213630755016,1,1,0,0,20260812
Luca's by Paulo Airaudo - Florence,REST_00024,Luca's by Paulo Airaudo,Florence,Toscana,Centro,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.8,358.0,€€€€,Contemporary,115.2,50.20820580968206,88,8,1844620.497587518,210448.9158461357,2047339.475024445,687400.2765137841,0.4242763381002619,13,230577.5621984398,0.11408792004717,11.0,0.8356993050167494,0.4134785692724469,0.1966024259063885,0.70423179953533,0.5941354193744687,0.5898822360047489,0.5489928998162251,0.6466238774247465,0.6443134393560459,1,0,1,0,20260812
Indaco - Lacco Ameno,REST_00025,Indaco,Lacco Ameno,Campania,Sud_Isole,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.7,375.0,€€€€,Creative,90.6,73.64797727865717,43,4,1404758.601676032,166256.9871415926,2370160.632460315,769306.1856912333,0.6316407971765609,7,351189.6504190079,0.1183527098130809,10.75,0.6626534975635961,-0.4112759041971061,0.1285943563623041,-0.4896984674502491,0.112379027887749,0.3866831875998594,0.5321043601103953,0.3567040428646209,0.528065226767241,0,0,1,0,20260812
Saporium - Chiusdino,REST_00026,Saporium,Chiusdino,Toscana,Centro,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.5,357.0,€€€€,Italian Contemporary,115.2,60.57616332831225,99,9,2433665.641619666,251800.3191334154,3317878.731530364,808629.6507740985,0.5748174020824008,8,270407.2935132963,0.1034654534407758,11.0,0.7803674092267623,1.033262534820028,0.6001250074624463,1.031524751302119,1.069839730256939,0.7277550946848353,0.6456849054423672,0.7173845220633849,0.744566435759203,1,1,1,0,20260812
INEO - Rome,REST_00027,INEO,Rome,Lazio,Centro,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.5,1616.0,€€€€,International,115.2,49.51630448989746,52,5,716411.4310000729,30257.1922107168,895944.6874253608,398735.6430789077,0.9124456569803827,20,143282.2862000146,0.04223437943819426,10.4,0.4262754725508119,-0.0775376025949597,-0.03265091665774042,-0.8383367636012113,0.2152413772764392,0.4681587480477942,0.4918379959367265,0.2812364309837059,0.5536035546825078,0,0,0,0,20260812
Il Sereno Al Lago - Torno,REST_00028,Il Sereno Al Lago,Torno,Lombardia,Nord,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.6,100.0,€€€€,Modern Cuisine,260.5,56.60143098776992,74,7,1509985.057575036,64859.13824081514,2420447.808823143,1063029.950773508,0.6002032485897566,5,215712.151082148,0.04295349673524308,10.57142857142857,0.7302680207486512,0.3198316570617871,0.6304686428890202,0.6456846147201383,0.2501938940477565,0.5670515765528586,0.6525957179496819,0.6331338103195554,0.5622242242439052,1,1,0,1,20260812
Senso Lake Garda Alfio Ghezzi - Limone sul Garda,REST_00029,Senso Lake Garda Alfio Ghezzi,Limone sul Garda,Lombardia,Nord,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.7,134.0,€€€€,Creative,260.5,65.18808611764007,82,8,1484321.452817264,49352.0467515245,2085268.676023586,727046.7993539796,0.8565113466493925,8,185540.181602158,0.03324889407065672,10.25,0.8205623768517089,0.989867938590295,1.150321223957147,0.8918889278491029,0.743544632574958,0.7190729808551767,0.7595695849256245,0.6882367760481809,0.6777704829873733,1,1,1,1,20260812
Serrae Villa Fiesole - Fiesole,REST_00030,Serrae Villa Fiesole,Fiesole,Toscana,Centro,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.2,207.0,€€€€,Italian Contemporary,115.2,43.93843346709997,54,5,894136.91348046,106824.3461342717,1515660.408010713,510986.1069762689,0.4242502469197155,8,178827.382696092,0.1194720232704118,10.8,0.6501112230748886,-0.7008612794924611,-0.5005710745603156,-0.4632175611628072,-0.4708912885762102,0.3206336613036517,0.3774064735449059,0.3628033055093478,0.3844053092626121,0,0,0,1,20260812
Elementi - Torgiano,REST_00031,Elementi,Torgiano,Umbria,Centro,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.9,74.0,€€€€,Italian Contemporary,115.2,46.28419591610709,31,3,462873.0892958343,46572.27703895255,420350.4465000578,182009.173092061,0.712806639212535,8,154291.0297652781,0.1006156506307218,10.33333333333333,0.6587363569093805,-0.9449301118940804,-0.4612285344810278,-1.13529983273686,-0.7153235889234111,0.2699393887942889,0.3866944218288679,0.225255177379915,0.3284235905425592,1,1,0,0,20260812
Anima - Milan,REST_00032,Anima,Milan,Lombardia,Nord,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.8,1580.0,€€€€,Contemporary,260.5,34.37493267201039,69,6,699204.2734835206,54632.98805809482,480915.6438253724,192133.259298732,0.5111585954936285,26,116534.0455805868,0.0781359470043091,11.5,0.570917217194408,-0.4222131475643793,-0.227610409806121,-0.09878642871580628,0.1263618324459955,0.384092555204874,0.44334179188811,0.4504663998228096,0.5315484905608778,1,1,0,0,20260812
Atto di Vito Mollica - Florence,REST_00033,Atto di Vito Mollica,Florence,Toscana,Centro,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.9,357.0,€€€€,Italian Contemporary,115.2,63.17250763717079,61,5,1489707.998571799,97463.70508888426,1188008.510149147,452583.3291944313,0.6902306771994745,15,297941.5997143597,0.06542470415834775,12.2,0.6545838354221226,0.01637555973931787,0.3273790618210892,-0.1801740061004153,0.5216467148773218,0.4915946818430558,0.5811215258916244,0.4304111166633658,0.6275327426349093,1,1,1,1,20260812
Otto Geleng - Taormina,REST_00034,Otto Geleng,Taormina,Sicilia,Sud_Isole,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.8,461.0,€€€€,Mediterranean,90.6,61.4272200012356,16,2,384574.032123676,45737.96210199776,435719.5806950722,133810.8077553232,0.4941846251487718,10,192287.016061838,0.1189314885600201,8.0,0.634194520916418,-1.779966968692745,-1.05901404969191,-1.60973985742892,-0.8228734479772376,0.1382422081880489,0.2574979161621037,0.1531974604956053,0.3051540473026184,0,1,0,0,20260812
Lunasia - Viareggio,REST_00035,Lunasia,Viareggio,Toscana,Centro,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.6,198.0,€€€€,Modern Cuisine,115.2,57.41482507827174,44,3,819632.0100966614,87910.97183311096,1144281.344874716,418821.2522515039,0.647708203140144,15,273210.6700322205,0.107256635600095,14.66666666666667,0.7124791735171929,-0.82979880119283,-0.1146434871942259,-0.8990461190761287,-0.07574585521181719,0.2932194739773944,0.4713704781267908,0.2691290070726297,0.4810725848989709,0,0,1,1,20260812
Cip's Club - Venice,REST_00036,Cip's Club,Venice,Veneto,Nord,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.4,12367.0,€€€€,Classic Cuisine,260.5,53.26751303188062,79,7,1423296.799865949,42070.13725840886,1194751.736474325,582168.3330872561,0.4836971056613793,18,203328.1142665641,0.02955823217081018,11.28571428571429,0.7151876630296118,0.0990899944950368,0.3719885345765941,0.585637035211485,0.5489131107979166,0.5122700346670779,0.59193939096218,0.6190780920951227,0.6338833876645491,1,1,1,1,20260812
Don Carlos - Milan,REST_00037,Don Carlos,Milan,Lombardia,Nord,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.4,4359.0,€€€€,Modern Cuisine,260.5,54.213486685965,48,5,1015116.267859999,87286.07299869788,1076990.472657808,258473.5035395294,0.6223255589536665,19,203023.2535719997,0.08598628133771183,9.6,0.5547441426569197,-0.4029251319113937,0.214224402624947,-0.1563611164101555,0.1085294725714227,0.3886655152327083,0.5533522194551823,0.4362584358400084,0.527105767593363,0,0,0,0,20260812
La Serra - Positano,REST_00038,La Serra,Positano,Campania,Sud_Isole,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.1,206.0,€€€€,Mediterranean,90.6,26.36724827552031,70,7,683393.1644769764,79482.48624158981,390761.5148682753,88390.0032852618,0.5354101152939252,9,97627.59492528233,0.1163056500607822,10.0,0.6581570244475122,-0.1656018129575755,-0.5550808401932642,-0.2718795128841684,-0.4765848720814208,0.4463073737737386,0.3646864205889258,0.4080869431806693,0.383058881589619,0,1,1,0,20260812
i-Fame - Rimini,REST_00039,i-Fame,Rimini,Emilia-Romagna,Nord,restaurant,https://guide.michelin.com/it/it/selection/italy/ristoranti,2026,LEGACY_IMPORTED_NOT_INDIVIDUALLY_REVERIFIED,local_name;municipality;restaurant_type (legacy import; not individually reverified),4.0,555.0,€€,Italian Contemporary,260.5,41.13238308533648,59,5,855069.4164945963,66879.96909550745,708075.7992388145,193974.0065768662,0.6452705658012992,12,171013.8832989192,0.07821583582030747,11.8,0.3853771062947101,-0.4827854987287454,-0.03408886041143241,-0.4520989337427755,-0.1838191112164823,0.3698674493337438,0.4914786100715448,0.3653775775603401,0.4541741854024504,0,1,0,1,20260812
